,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward
1219,19,60,"[0.9230938441290829, 0.07690615587091706]",13,0.8426866181561896,0.5656370423474057,10.954926036030464,7.353281550516274
1220,0,61,"[0.9385023717964361, 0.06149762820356383]",22,0.9177627772992891,0.5285276669047707,20.19078110058436,11.627608671904955
1221,1,61,"[0.9385023717964361, 0.06149762820356383]",16,0.47227121301195374,0.71026701787743,7.55633940819126,11.36427228603888
1222,2,61,"[0.9385023717964361, 0.06149762820356383]",22,0.9070420925416909,0.5824049490429226,19.9549260359172,12.812908878944297
1223,3,61,"[0.9385023717964361, 0.06149762820356383]",3,0.4862929583951534,0.37694514434560267,1.4588788751854602,1.130835433036808
1224,4,61,"[0.9385023717964361, 0.06149762820356383]",19,0.6227654470270899,0.6458594112340537,11.832543493514708,12.27132881344702
1225,5,61,"[0.9385023717964361, 0.06149762820356383]",12,0.9106484615975718,0.5242929011810544,10.927781539170862,6.291514814172653
1226,6,61,"[0.9385023717964361, 0.06149762820356383]",4,0.6126552509457068,0.4206159957280778,2.4506210037828273,1.6824639829123111
1227,7,61,"[0.9385023717964361, 0.06149762820356383]",8,0.6805784032203547,0.5655078831570662,5.444627225762837,4.52406306525653
1228,8,61,"[0.9385023717964361, 0.06149762820356383]",17,0.9087863897166806,0.5623616679085104,15.44936862518357,9.560148354444676
1229,9,61,"[0.9385023717964361, 0.06149762820356383]",29,0.963026949626067,0.5725566970226855,27.927781539155944,16.60414421365788
1230,10,61,"[0.9385023717964361, 0.06149762820356383]",8,0.7443661119902419,0.5400218200925976,5.9549288959219355,4.320174560740781
1231,11,61,"[0.9385023717964361, 0.06149762820356383]",10,0.844936863171484,0.531377158693654,8.44936863171484,5.313771586936539
1232,12,61,"[0.9385023717964361, 0.06149762820356383]",5,0.7820558775298688,0.4058823162949222,3.9102793876493442,2.029411581474611
1233,13,61,"[0.9385023717964361, 0.06149762820356383]",12,0.8681828481199819,0.4819648588530121,10.418194177439783,5.783578306236145
1234,14,61,"[0.9385023717964361, 0.06149762820356383]",9,0.8277076305311584,0.5230162909811163,7.449368674780425,4.7071466188300475
1235,15,61,"[0.9385023717964361, 0.06149762820356383]",5,0.7753604829997641,0.39953310994571584,3.8768024149988207,1.9976655497285791
1236,16,61,"[0.9385023717964361, 0.06149762820356383]",16,0.9329863461972469,0.5448759905792934,14.92778153915595,8.718015849268694
1237,17,61,"[0.9385023717964361, 0.06149762820356383]",26,0.9261423329151803,0.5362691767688663,24.07970065579469,13.942998595990524
1238,18,61,"[0.9385023717964361, 0.06149762820356383]",13,0.9175216568583008,0.5306261594526466,11.92778153915791,6.898140072884406
1239,19,61,"[0.9385023717964361, 0.06149762820356383]",5,0.7855606514633781,0.4090569194695254,3.9278032573168904,2.045284597347627
1240,0,62,"[0.9539655068039017, 0.046034493196098286]",7,0.8468259879688692,0.4654844374716759,5.927781915782084,3.2583910623017314
1241,1,62,"[0.9539655068039017, 0.046034493196098286]",29,0.9316503257274895,0.5413580106515852,27.017859446097194,15.69938230889597
